539
1808.93 8638.26 -160.798 -11617.8 -6294.52
1768.95 -19964.5 -8997.91 8430.63 2549.85
1905.19 8020.45 -9777.99 8039.05 -7434.66
1289.15 -18705.6 -18732.7 -4447.21 10811.4
1726.19 -18336.7 -16233.2 9388.85 -807.954
1621.86 -3377.03 15221.6 14996.3 -1966.82
1474.17 -13042 13256.7 10328.4 7118.82
1738.58 16615.8 -12602.7 9507.87 5613.72
1930.04 -11622.7 -2417.59 -10818.8 18155.3
1012.08 -4942.6 -7245.6 19188.6 -6209.92
1897.82 8087.1 9871.87 14249.4 4320.25
1568.58 -5858.93 10909 -13879.7 -1080.5
1205.45 -10959.8 -6928.31 -18740.1 -4216.53
1781.74 19435.7 17725.8 14653.9 12038.4
1149.21 -15148.5 -19549.1 17591 7269.14
1842.48 -9593.15 -14843.1 -1358.38 17652.5
1570.36 15511.8 7948.46 14727.1 -14360.1
1714.31 -5229.82 8934.48 -5568.71 3861.17
1989.85 4749.41 9832.25 10553.7 -8322.28
1405.59 15775.9 14247.7 -3212.19 18050.2
1697.42 5968.25 -6185.45 3045.07 5517.4
1850.69 4939.73 -13461.8 3620.7 -217.179
1652.29 8185.72 8754.66 10579.7 -19762.7
1670.43 -19496.7 -19477.3 -7953.11 -8431.14
1923.26 -1072.66 -2629.27 -7818.93 9095.1
1318.84 -8787.75 -6281.7 -3022.5 -3035.46
1567.45 -16243.6 15798.5 16729.6 9941.85
1211.97 10233.4 -13681.4 3539.22 3695.12
1466.41 9100.81 19058.6 10470.6 -19653.8
1029.33 5672.79 10703.2 -19330.3 5150.05
1842.38 14891 -6645.9 -5232.11 -2479.7
1576.7 4002.88 -9327.27 -8144.43 -9715.42
1442.53 -775.337 -202.536 -6055.28 3426.16
1828.83 -11186 -18759.7 -17080.2 -17504.6
1956.52 -11222.1 3623.76 -10839.9 -10280.7
1490.02 12983.3 18930.6 13927.9 -17719.9
1134.87 -6542.27 14368.6 -9496.37 -19896.4
1193.63 18736.6 -2749.77 3742.31 8063.87
1034.69 115.515 1689.91 2162.77 -19681.9
1785.62 -19368.6 -15692.8 2610.87 19391
1478.21 1084.1 -19415.1 -9649.34 17460.3
1408.69 17776.5 -6943.5 3364.2 18845.9
1283.45 7025.88 6851.16 17880.1 12657.2
1345.66 -10503.9 15080.2 -4910.24 12245.8
1748.24 4515.26 15989.1 -10185.9 -17174.6
1613.44 -18316.2 -7459.5 3906.29 17376.6
1505.71 -15449.7 14888.3 19144.1 -16034.7
1029.32 7073.37 -16407.6 -16603.8 -5983.13
1168.91 -13208.9 19052.8 -269.385 -60.0397
1213.33 -14529.2 1846.25 19036.9 -9609.37
1820.29 11661.7 -1652.89 -11703.9 15672.6
1768.05 817.227 -3282.31 9038.31 -11723.3
1733.32 16143.7 9866.21 4782.56 -18744.6
1930.85 -6313.14 12729 -9839.46 -9905.56
1010.45 12954.4 -3035.48 13626.8 13901.6
1220.4 -14432.7 19454.9 -16655 3721.02
1822.54 6335 -2888.01 -18760.1 -12012.1
1385.72 6641.08 1939.94 14611.7 -10076.6
1601 -17471.8 -19788.5 7896.44 -7337.98
