43
1904.65 3558.75 17433.4 -323.731 -7268.88
1683.5 8135.76 9417.74 -5720.66 7903.32
1009.11 -6199.83 -2204.59 10071.6 16444.7
1962.1 -9279.99 2197.14 9735.51 3696.79
1608.91 11779.1 786.899 -17499.4 7981.2
1464.57 13082.5 12094.1 -18275.7 12829.1
1734.31 4658.53 18259 -14186.4 7225.09
1017.44 3862.7 -16348.3 -7438.16 14445
1852.69 -11212.9 10769.2 307.42 10991.7
1080.1 -6669.4 3843.1 12483.9 11133.5
1827.27 -16886.1 -14295.5 -18688.2 2326.96
1725.64 2154.93 14815.2 15942.9 10060.8
1850.96 -8343.09 14839 -10620 -6602.1
1749.11 7863.07 -13399.6 -13898.1 4211.37
1691.04 18067.2 -9728.01 -1145.27 -12702
1063.28 8222.67 125.649 9200.66 -15620.4
1341.59 9033.98 -16157 -9450.37 3329.51
1031.24 11749.1 -10393.6 -905.225 16934
1420.1 13470.9 -9370.28 -14853 18631.9
1138.63 -8731.34 2905.82 -2317.75 -15331.7
1415.85 3142.37 4400.04 -1433.35 -7129.61
1393.62 12167.5 -14165.5 7521.95 -7958.17
1113.27 -7791.19 6294.25 -4503.01 -11634.2
1022.3 -10435.8 3625.74 -10857.2 19957.7
1041.67 15505.2 -13961.1 -11804 4875.44
1286.05 -14251.3 -650.861 -19826.6 2842.9
1044.04 -10705.5 10008.7 -1380.9 4894.45
1337.6 -7522.9 9283.43 1336.32 -13357.4
1826.29 11322.3 9000.79 842.861 -14972
1021.1 -2842.5 -17805.5 11280 13531.8
1938.45 -10874.7 -10959.8 -17967.1 -16913.6
1942.92 10056.2 17711.6 11968.2 -9292.9
1606.13 19162.4 -3663.98 -5049.31 -10846.4
1457.05 -12619.1 -14418.5 -14195 -1902.5
1093.28 -11913.9 19124.9 -7591.02 -914.692
1469.38 14371.1 15011.3 -18382.1 12176.6
1164.57 -15104.3 808.313 17457.4 15855.5
1141.48 -3942.02 18550.9 -4397.18 -1653.57
1609.35 -7396.12 609.751 5211.63 16267.9
1952.06 -9563.56 10179 10701.4 -15145.1
1940.2 -12414 -9508.71 9521.75 -11538.9
1853.34 -10766.1 19225.7 19762.6 -5777.44
1249.63 18809.4 11591.1 -14910.6 -1998.92
